"date","cloud_cover","mean_prep","pot_evap","mean_tmp","max_tmp","min_tmp","diurnal_tmp_range","vapour_pressure","wet_day_frq","PET","spei_ 1","spei_ 3","spei_ 6","spei_ 9","spei_ 12"
1905-11-16,65,272.6,3.3,25.3,28.8,21.9,6.9,26.3,14.58,107.630193315392,-0.0544773134317292,-0.257815692254738,-0.827867690459326,-0.659487645626364,-0.87625577606769
1905-12-16,58.8,169.7,3.4,24.6,28,21.3,6.7,25.1,9.51,104.115060332239,-0.631464406649086,-0.507830913090953,-0.902660087857254,-0.586380612170215,-1.22819618239112
1906-01-16,50,98.6,4,24.7,28.6,20.9,7.7,23.7,5.72,114.602291955432,-0.584823504940743,-0.848084398371604,-0.809123572689363,-1.13804362072933,-1.04912205735261
1906-02-15,45,87.3,4.5,25.7,30,21.5,8.5,24.9,5.36,119.78034077941,-0.0625863721311041,-0.883740935484382,-0.870898564670783,-1.19210982637949,-1.08210948699985
1906-03-16,46.3,51,4.4,25.8,30.1,21.5,8.6,25.6,6.3,139.118458321736,-0.773529536680952,-0.750436107608895,-0.939769343650213,-1.20398874184991,-0.934033001104444
1906-04-16,57.5,111.8,4.1,27.3,31.2,23.4,7.8,28.7,8.15,133.515883590518,-0.764427293148908,-0.943059793932501,-1.15183022926678,-1.12056462710872,-1.38278160971814
1906-05-16,68.8,98,3.9,26.9,30.2,23.6,6.6,28,8.62,122.569778847656,-0.164004488456983,-1.13652359061216,-1.27868316461811,-1.20940662567835,-1.47531528130708
1906-06-16,71.3,73.7,3.9,26.2,29.2,23.3,5.9,26.6,9.47,108.10472886997,0.412804377507263,-0.589222592280346,-1.08177656863581,-1.1384388705581,-1.36291763497747
1906-07-16,72.5,81.2,4,26.3,29.5,23.1,6.4,26,7.66,117.40392302791,0.469891416852991,0.0771942613821503,-0.796610881728942,-1.10970785113994,-1.07463238395766
1906-08-16,72.5,131.6,3.9,25.5,28.7,22.4,6.3,25,12.13,117.367543464746,0.876119483952668,0.782957110885406,-0.44824426152834,-0.960780386287096,-0.963956124916577
1906-09-16,72.5,40.7,3.8,25.9,29.2,22.6,6.6,26.6,2.24,117.646592835626,-1.21789274181631,-0.112767422616786,-0.562096850830803,-1.01756413057809,-1.12581993934358
1906-10-16,70,213.6,3.5,25.4,28.9,22,6.9,25.8,14.36,118.372649131722,0.168590067867226,-0.0408942174369901,-0.0168538048964595,-0.734919025011369,-1.1082690982697
1906-11-16,65,331.9,3.3,24.8,28.3,21.4,6.9,25.7,13.89,106.383030009304,0.616565675183102,0.0524331456780315,0.401368299141367,-0.369049220096012,-0.915856679914136
1906-12-16,58.8,127.9,3.4,24.4,27.8,21.1,6.7,24.7,7.51,103.624530012652,-1.08947461168822,-0.25127823287951,-0.32100630159759,-0.643904260446161,-1.15168096202228
1907-01-16,50,136.7,3.9,24.1,28,20.3,7.7,23,6.17,112.986278437847,-0.138909662270648,-0.496172375745392,-0.450097813174851,-0.459363927393073,-0.912272766742611
1907-02-15,45,73.9,4.3,24.5,28.8,20.3,8.5,23.1,4.42,116.479849185029,-0.234401754258564,-0.958618874468808,-0.735208581910521,-0.451594485315763,-0.929221485493929
