"date","cloud_cover","mean_prep","pot_evap","mean_tmp","max_tmp","min_tmp","diurnal_tmp_range","vapour_pressure","wet_day_frq","PET","spei1","spei_ 3","spei_ 6","spei_ 9","spei_ 12"
1957-09-16,72.5,17.2,4,27.4,30.3,24.6,5.7,29,9.05,113.272664830116,-1.63064993013637,-1.69024529918602,-1.49605770711504,-1.49514721116498,-1.31197603266347
1957-10-16,72.6,168.1,3.6,26.7,29.8,23.7,6.1,28.2,12.05,115.055108480085,0.205803257446049,-1.08735031458169,-0.616531540446615,-1.38197736292098,-1.14569691423586
1957-11-16,67,381.3,3.5,26.3,29.6,23.1,6.5,27.7,14.19,107.535008991881,1.93377541952484,1.02687546355292,0.544002359165127,-0.294815694674097,-0.0457501486279036
1957-12-16,62.6,523.4,3.5,25.8,29,22.7,6.3,26.8,10.59,104.572844189628,2.48168473807357,2.48648493915081,1.99299614498697,1.87059091357967,1.63010676448103
1958-01-16,52.5,65.3,4.3,26.2,29.9,22.6,7.3,25.9,5.28,116.286593129218,-0.494545484608564,2.60791569156326,1.92459267621524,1.94288086860912,1.52289245978521
1958-02-15,48.9,49.9,4.5,26.3,30.1,22.6,7.5,26.3,4.7,114.559957093142,-0.155112345090757,2.04132393298032,2.01718576982228,1.77777981568221,1.3798681045101
1958-03-16,48.8,76,4.6,27.4,31.2,23.7,7.5,28.2,6.04,135.031432724777,0.112039210356811,-0.385783337633812,2.21459599818788,1.72003421206527,1.55516219883155
1958-04-16,58.8,136.8,4.2,27.7,31.1,24.4,6.7,29.6,9.3,124.796331874324,0.636435685393035,0.205357367720439,2.41210463589636,1.84354734371394,1.84225357989623
1958-05-16,72.3,144.1,3.7,27.4,30.2,24.7,5.5,30,8.88,112.849929521588,1.09903627629042,1.01742247625246,2.06099810310198,2.08967169977828,1.85093862449657
1958-06-16,71.1,30.4,4.1,27.5,30.2,24.8,5.4,28.6,6.36,105.853997685149,-0.913855332197427,0.740297898121833,0.0967681492909585,2.37900362037257,1.80945701658652
1958-07-16,73.7,48.3,4.1,27.6,30.6,24.7,5.9,28.4,6.18,115.692217399702,0.212292741570627,0.491829641197456,0.432372563460628,2.43269269663084,1.84367654552921
1958-08-16,73.8,88.2,4,26.7,29.5,23.9,5.6,27.2,12.51,113.345893487627,0.828790127471153,0.0405425082637963,0.811387339699177,1.99821200636391,2.00570185602082
1958-09-16,72.5,47.9,4.1,27.1,30,24.2,5.8,27.9,8.33,113.378170328224,-0.617934403345838,0.00457075849641867,0.521172221472088,0.0511722081156822,2.06621217782241
1958-10-16,71,170.6,3.7,26.8,29.9,23.7,6.2,28.3,11.88,116.124533894618,0.230999014092043,0.22796671536705,0.467600600370694,0.379122539599595,2.14119327349603
1958-11-16,66,147.8,3.5,26.5,29.8,23.2,6.6,27.9,13.68,108.72719487264,-0.981234525789909,-0.766011299251372,-0.71235608560742,-0.0457824067827871,1.50737922947741
1958-12-16,59.9,99.2,3.7,26.4,29.7,23.1,6.6,27.4,10.08,108.382367763016,-0.745885577102603,-0.829569377453976,-0.793644385922283,-0.394605808975805,-0.672429575703988
1959-01-16,51.4,89.4,4.3,26.3,30,22.6,7.4,25.9,5.51,117.213262340118,-0.0648140624336006,-1.1557134087122,-0.79196917106174,-0.566578703514483,-0.486848954287968
1959-02-15,45.7,54.1,4.6,26.5,30.4,22.7,7.7,26.2,4.7,116.603205450825,-0.0982251508130956,-0.659648458959496,-1.02197152748233,-0.971808619059122,-0.468512182473481
1959-03-16,46,6.9,4.8,27.1,31.1,23.2,7.9,26.9,5.52,137.666700020419,-1.78876106980669,-0.885110701803687,-1.24416374181172,-1.19698213598697,-0.823074932285805
1959-04-16,57.5,189.4,4.2,27.7,31.1,24.3,6.8,29.3,16.45,125.586191614361,1.51884049280047,-0.0185852606971193,-0.933570031392991,-0.716343831265354,-0.532628109498082
1959-05-16,69.3,142.7,4,27.7,30.6,24.9,5.7,29.7,8.47,115.645083234961,1.0394334396461,0.746232327011855,-0.0946252036045735,-0.566338705134961,-0.535405727259225
1959-06-16,74.9,128.3,3.8,26.8,29.5,24.2,5.3,28.1,7.58,103.364540974959,1.90759504078064,2.02821792873881,0.929640998824537,-0.0263271866094166,0.00162971727154773
1959-07-16,75.2,34.1,4,27.3,30.2,24.4,5.8,28.2,6.18,113.824248140312,-0.224543710598706,1.43156866050243,1.01286128784624,-0.188483302469049,-0.0754666181593065
1959-08-16,72.5,73.1,4.2,27.1,30,24.2,5.8,27.3,5.43,116.389044700414,0.39317697148555,1.1594716195612,1.19926080439642,0.337627498477761,-0.170121919430567
1959-09-16,73.1,101.3,4,26.8,29.7,24,5.7,27.8,8.33,111.770706843419,0.706003088968225,0.355460686460503,1.74428509182553,0.904744137005404,0.115584471878667
1959-10-16,71,128.2,3.7,27,30.1,23.9,6.2,28.6,11.97,116.645271714773,-0.529708220765169,0.155045667822655,1.06563679166707,0.805276953141443,-0.123201965735163
1959-11-16,65.3,213.9,3.5,26.3,29.6,23,6.6,27.6,13.87,108.236327175698,-0.00765549217694525,0.0246499392354708,0.564273363318553,0.813819519705197,0.270432576144494
1959-12-16,59.9,118.2,3.6,25.9,29.2,22.6,6.6,26.6,10.15,107.156322878819,-0.410085110806705,-0.48120479314816,-0.276611550019681,0.875051463585029,0.354761847436539
1960-01-16,52.5,89.4,4.2,25.9,29.6,22.3,7.3,25.5,5.17,115.494629952401,-0.0339835443938003,-0.36651651351552,-0.208479092202259,0.418778184329507,0.360936929516141
1960-02-15,47.6,182,4.4,25.6,29.4,21.8,7.6,25.2,5.09,113.362138071962,2.02464860746951,0.731504746060418,0.474991074161054,0.808231104870937,0.997300360992401
1960-03-16,46.9,50.3,4.6,26.7,30.5,22.9,7.6,26.8,5.52,133.675700178302,-0.500002683379789,0.878959039675189,0.145439361052694,0.275676066067567,1.14888229058406
1960-04-16,56.9,129.5,4.2,27.2,30.6,23.9,6.7,28.5,13.13,123.426448977789,0.515008123799725,1.31875984003319,0.459617386884668,0.431821933535017,0.908315244269444
1960-05-16,73.6,83.4,3.8,27.1,30,24.3,5.7,28.9,8.47,114.121767100142,0.00912222132931352,-0.123835363644556,0.48778101807648,0.339038331832368,0.669978378062502
1960-06-16,71.4,19.2,4.1,27.5,30.3,24.8,5.5,28.8,6.36,106.94754469157,-1.48188213734411,-0.27021587952749,0.55394256426605,-0.0495850828707789,0.109231218242675
1960-07-16,75.2,161.1,4,26.9,29.8,24,5.8,27.3,7.87,112.814720440619,2.11660133605909,1.0011197021561,1.5832050303779,0.800282367702215,0.713464111949013
1960-08-16,71.8,31.1,4.3,27.3,30.2,24.4,5.8,27.6,5.68,116.907481425137,-0.969733034846372,0.767627248306391,0.336977864715391,0.685663488599401,0.521528041188279
1960-09-16,73.5,71.9,3.8,26.5,29.3,23.7,5.6,27.8,8.33,109.917501016035,0.127750526434923,1.05415391859653,0.541528759079313,0.964731026519819,0.384250034208566
1960-10-16,69.1,128.3,3.8,26.7,29.9,23.6,6.3,27.7,12.21,116.926045928433,-0.532853600934563,-0.788995773098722,0.143334060109063,0.859521422704146,0.401969504848465
1960-11-16,72,252.8,3.3,25.8,29.1,22.5,6.6,26.8,13.93,107.009157933343,0.561100229013769,0.140690381257486,0.451748014278904,0.255895181059948,0.642618439734436
1960-12-16,59.4,67.2,3.7,26.2,29.5,22.9,6.6,27,10.21,107.891949809337,-1.30633716052101,-0.574573165898513,0.051629408031917,-0.177203074063429,0.344579402705082
1961-01-16,54.3,124.5,4.2,26,29.6,22.5,7.1,25.9,7.6,114.161870613096,0.570829298699402,-0.146676321639451,-0.526526800349073,-0.0894703235572545,0.535850023667016
1961-02-15,48.9,103.4,4.5,26.2,30,22.5,7.5,26,6.81,114.300478141629,1.02198014384986,-0.0802894501367996,-0.0294023695850541,0.219904626319553,0.0965836708068496
1961-03-16,53.4,107.6,4.5,27.2,31,23.4,7.6,27.6,5.52,135.177674337609,0.776361598464487,0.976697762611046,0.150915363209815,0.582425999145946,0.370926855805125
1961-04-16,57.5,110,4.2,27.8,31.2,24.4,6.8,29.3,1.53,125.862205222305,0.0327629166610968,0.869876178296525,0.327537337490361,-0.0653802207322514,0.281544555823151
1961-05-16,72.3,130.6,3.8,27.4,30.2,24.7,5.5,29.6,8.27,112.849929521588,0.900461035982754,0.908695068352906,0.406592081299881,0.338478228760665,0.544279269968967
1961-06-16,75.1,126.2,3.8,26.7,29.4,24,5.4,27.9,7.58,103.984611412563,1.86836406114048,1.31512138543311,1.60287441766264,0.709298370256398,1.01654809509505
1961-07-16,75,117.5,3.9,26.6,29.5,23.7,5.8,27.1,6.18,112.05757466585,1.68258242596265,2.00681993879017,2.00068634895762,1.27785743239294,0.821246469716767
1961-08-16,73.9,104.9,4,26.8,29.7,24,5.7,27.8,7.22,114.738893363118,1.13261865613959,2.32724206792033,2.06099631387197,1.35113196221823,1.13242119356125
1961-09-16,71.9,197.2,4,26.6,29.5,23.7,5.8,27.4,8.33,112.115607184257,1.85340764408586,2.22822611537075,2.32100388166438,2.32019977219189,1.54845175853598
1961-10-16,68.8,223,3.8,26.6,29.8,23.4,6.4,27.4,11.88,117.453574265287,1.07068010153054,1.91547702904041,2.35222245639869,2.59049057374685,1.89490927820296
1961-11-16,64.2,277.4,3.6,26.4,29.7,23.1,6.6,27.5,13.93,108.481761024169,0.861422964652286,1.73402485437108,2.32740478286037,2.51659119288579,1.9922508932129
1961-12-16,60,209.6,3.6,25.8,29.1,22.6,6.5,26.7,10.21,106.219761951122,0.797502379218135,1.18710839362334,1.93444336417365,2.26860192745035,2.45842917859041
1962-01-16,53.1,117.5,4.1,25.5,29.1,21.9,7.2,25,5.4,113.521062921029,0.47263531035386,1.08000596341805,1.77227340346726,2.26248124158311,2.41585165061302
1962-02-15,48.9,39.6,4.3,26,29.8,22.3,7.5,26.5,4.7,113.781520238602,-0.413806715282972,0.574037069771035,1.55799433173116,2.07007400443428,2.24636764867781
1962-03-16,47.5,55.8,4.6,26.7,30.6,22.9,7.7,26.9,5.52,134.703453866528,-0.382768185961731,-0.116662661571275,0.930346419274914,1.73227477643091,2.05302920726946
1962-04-16,58.6,134.4,4.1,27.3,30.7,24,6.7,29,13.57,123.700425557096,0.610093971204994,-0.184494528026218,0.772205254123292,1.58792503034184,2.07310088096869
1962-05-16,71.1,141.8,3.7,27.1,29.9,24.3,5.6,29.3,8.67,112.990444827142,1.06458656189247,0.752123060517065,0.783567918707471,1.60846129044501,2.04596661763571
1962-06-16,68.4,61.4,4.2,27.4,30.2,24.6,5.6,28.4,6.36,107.558473665271,0.289363257109859,1.0162209228442,0.533179425667103,1.23880375838802,1.89057937680964
1962-07-16,74.1,28.5,4.1,27.3,30.3,24.4,5.9,28.1,6.18,114.928572400364,-0.493071750844063,0.595129963408896,0.212261275054396,0.898337755553989,1.62273495533603
1962-08-16,73.8,118.9,4.1,27,29.9,24.2,5.7,27.8,10.69,115.252841373703,1.36096131291589,0.710331871079542,0.947744788775992,0.931625610859807,1.65773634631282
1962-09-16,73,71.9,3.9,26.7,29.6,23.9,5.7,27.9,9.05,111.520380512302,0.0889415226196013,0.503647718907509,1.02625963725503,0.656599973779378,1.23261211347358
1962-10-16,75,173.5,3.5,26.6,29.7,23.6,6.1,28.5,12.37,114.79684785499,0.305117072199054,0.850358616030471,0.99011024386743,0.639513329460496,1.10852190367871
1962-11-16,63.6,151.9,3.6,26.3,29.7,23,6.7,27.1,13.68,109.176859808381,-0.929826894919661,-0.41838502404246,-0.0526928151945381,0.309934035555115,0.577886247743921
1962-12-16,59.2,148,3.7,26.1,29.4,22.8,6.6,26.7,10.21,107.646740832498,0.0341926503901561,-0.374663565333357,-0.0989891187661041,0.337762763774096,0.205829251615982
1963-01-16,55.2,196.5,4,25.4,29,21.9,7.1,25.3,5.97,112.599792565938,1.48234336408427,0.290738902349144,0.667993814630992,0.762371422659031,0.635615612910742
1963-02-15,46.3,139.1,4.5,25.7,29.6,21.9,7.7,25.2,4.31,114.499878182264,1.54773890747543,1.34729126178134,0.752445970943345,0.901755694803684,1.08551083380872
1963-03-16,48.2,101.7,4.5,26.6,30.4,22.8,7.6,26.9,6.55,133.375305346441,0.698781294522769,1.64891399031724,0.879512984453832,0.969503865319268,1.2289841084025
1963-04-16,57.5,155.3,4.1,27.1,30.5,23.7,6.8,28.5,11.08,123.9301099667,1.00300043532041,1.60023357703321,1.08738038592778,1.22457870842403,1.29977520984768
1963-05-16,68.9,77.7,4,27.8,30.7,24.9,5.8,29.8,8.47,116.783154843518,-0.172373208949844,0.752190305492906,1.38195320368675,0.912659508354766,1.04125681308052
1963-06-16,73,71,4,27.5,30.2,24.8,5.4,29,6.36,105.853997685149,0.661022596481609,0.621077762846053,1.81913394995067,1.02614476158899,1.08296485192371
1963-07-16,72.6,97.2,4.2,27.1,30.1,24.2,5.9,27.1,6.18,114.419475734139,1.36515771675192,0.754865092519094,1.6602319339156,1.24786743639241,1.32842127193442
1963-08-16,72.5,118.8,4.2,27.3,30.2,24.4,5.8,28,8.76,116.907481425137,1.33306848982281,1.72389943792724,1.5570867332346,1.78961357159832,1.32023733463707
1963-09-16,71.7,125.3,4.1,27,30,24.1,5.9,27.7,8.33,114.224051277932,1.05734812573448,1.68728383965463,1.57814986516132,2.15970105493307,1.48025473721157
1963-10-16,70,217.8,3.8,26.6,29.8,23.5,6.3,27.4,11.88,116.663585668212,1.00396156675632,1.54715066982286,1.59508530041985,2.12086737283999,1.68071739760746
1963-11-16,66,316.5,3.5,26.3,29.6,23.1,6.5,27.6,14.06,107.535008991881,1.32399966067836,1.55106676330373,1.96880269157774,2.10289741884455,2.16552006609568
1963-12-16,60,233,3.7,26.1,29.4,22.9,6.5,26.9,10.34,106.949794679308,1.01339984641216,1.46465302463289,1.8584564551947,1.99415940476274,2.48575007723203
1964-01-16,48.8,64,4.4,25.9,29.7,22.1,7.6,24.9,5.4,117.709235052853,-0.546300352488219,1.1113494318865,1.56943580249779,1.67419614358762,2.10427566862353
1964-02-15,45.2,157.5,4.7,26.7,30.6,22.8,7.8,26.3,4.7,117.75485310485,1.72926964486893,1.13120171178415,1.70177329570206,1.99541759245846,2.13475380149748
1964-03-16,47.2,112,4.7,27.3,31.2,23.5,7.7,27.6,6.21,136.517641797391,0.832597061148736,0.897363451153586,1.6561516956152,1.96510545748264,2.10204493998453
1964-04-16,56.2,59.2,4.4,28.1,31.6,24.7,6.9,29.6,7.18,127.757409981353,-1.20460941417873,0.880598739528236,1.27227909457819,1.67680970962384,1.7685207013872
1964-05-16,68.9,53.7,4.1,28.5,31.4,25.6,5.8,30.8,8.27,118.57587871173,-0.766643045191402,-0.79550120864443,0.542388366334523,1.3352081452443,1.66120164527285
1964-06-16,69.6,59.1,4.2,27.7,30.5,24.9,5.6,28.7,6.36,108.272357340041,0.180631463285965,-1.2007325143185,-0.0285770226533626,1.20727246232379,1.62747781679317
1964-07-16,73.7,93.8,4.2,27.1,30.1,24.2,5.9,27.2,7.87,114.419475734139,1.30978527097415,0.16873958037494,0.753545369097475,1.21557669563567,1.61177380912646
1964-08-16,72.5,84.5,4.1,26.8,29.7,23.9,5.8,27.2,7.56,115.611389613329,0.695302610881587,1.12138219477614,0.0738644434332381,0.869457286045742,1.50104181561933
1964-09-16,72.5,90.5,3.9,26.7,29.6,23.8,5.8,27.7,9.05,112.368119813051,0.486312396210892,1.07438880077327,-0.110439516320541,0.54705024661951,1.37945809132658
1964-10-16,66.1,77.7,4,27,30.2,23.8,6.4,27.7,11.8,118.511714573983,-1.37626541305612,-0.524243253031456,-0.33234393507463,0.211248900117366,0.882554652910995
1964-11-16,64,98.3,3.5,26.2,29.6,22.9,6.7,27.4,13.61,108.929573602699,-1.63909780464578,-1.81791257059169,-1.02929793995994,-1.31860017123957,-0.25583349878852
1964-12-16,57.9,80.8,3.8,25.9,29.3,22.6,6.7,26.2,10.21,108.08859113564,-1.06295504444278,-2.07612393910441,-1.40549363124964,-1.76877608833022,-1.23177790024796
1965-01-16,50.7,24.1,4.3,26,29.7,22.3,7.4,25.3,5.28,116.415893208553,-1.28644072273189,-2.24985251076255,-2.14485667235122,-1.79736089651711,-1.35669756504624
1965-02-15,48.8,100.1,4.4,26,29.8,22.3,7.5,26,5.09,113.781520238602,0.973454099005999,-1.00726724900852,-1.88654023843878,-1.39198430199968,-1.59852337516253
1965-03-16,47.5,52.3,4.6,26.8,30.6,23,7.6,26.9,6.21,133.976095010164,-0.45525335844447,-0.52493344330178,-1.9694124129175,-1.46447430806837,-1.75278050493808
1965-04-16,57.5,148.2,4.1,27.1,30.5,23.7,6.8,28.5,9.46,123.9301099667,0.873982131952985,0.686900932076862,-1.40066685383134,-1.46138485445773,-1.33968025941163
1965-05-16,70,109.6,3.9,27.3,30.2,24.5,5.7,29,8.27,114.629539145082,0.517479865566498,0.473173441680996,-0.508185905939958,-1.43308505229401,-1.03679279946956
1965-06-16,67.4,42.3,4.3,27.6,30.4,24.8,5.6,28.5,7.58,108.034396115118,-0.483617828092695,0.574851903001798,-0.144729231945495,-1.58837576101886,-1.12409127707674
1965-07-16,68.2,7.6,4.4,27.8,30.9,24.7,6.2,28,6.18,118.988486110893,-1.67677103627335,-0.558004436232063,0.142669748032516,-1.52173601682939,-1.55191438514879
1965-08-16,72.5,139.9,4.1,27,29.9,24.1,5.8,27.6,12.03,116.129826338052,1.64816875705352,0.303386441489955,0.510695333108341,-0.402695280456545,-1.30295363439608
1965-09-16,71.5,98.7,4.1,27.2,30.2,24.3,5.9,28.1,9.05,114.733411595782,0.602014987993325,0.738600568208349,0.861719383348009,0.247536787668602,-1.26855642397788
1965-10-16,69.3,230.5,3.8,26.9,30.1,23.7,6.4,27.7,12.05,118.247179496809,1.16980895357785,1.58348917719064,1.11674560331985,1.2244051877885,-0.503451938075692
1965-11-16,65.9,244.8,3.5,26.7,30,23.4,6.6,28.2,13.87,109.218062569582,0.421361027217417,1.03394931515922,1.03978480111788,1.097541808037,0.344957286845921
1965-12-16,61.2,217.6,3.6,26.1,29.3,22.9,6.4,27.3,10.65,106.003182625104,0.878902172916534,1.09120198713143,1.23756059628936,1.33500870250471,1.03538965899852
1966-01-16,52.8,130.1,4.2,26.2,29.8,22.6,7.2,26.1,5.51,115.35627640936,0.636922165070542,0.988199304388928,1.5216382433454,1.28066219744641,1.45279955352112
1966-02-15,46.8,30.4,4.6,26.9,30.8,23.1,7.7,27,4.31,117.654869085105,-0.784428390335163,0.620619846781994,1.05166475822388,1.06529735743205,1.14051826884184
1966-03-16,47.3,148.1,4.7,27.4,31.2,23.6,7.6,27.9,6.21,135.778464001332,1.40803181375812,0.722078134054087,1.25996777486545,1.36096935589436,1.45656252534177
1966-04-16,57.2,143.9,4.3,27.7,31.2,24.3,6.9,29.1,8.29,126.64526713059,0.740401188121555,0.834193718300394,1.15418606019152,1.619350427413,1.41468165106279
1966-05-16,68.6,18.2,4.1,28.1,31,25.2,5.8,30.1,8.27,117.551465072752,-1.59337907107583,0.380529388059215,0.636933409692805,1.04124240409551,1.06244960318499
1966-06-16,69.4,29,4.1,27.1,29.9,24.3,5.6,27.9,6.36,106.844589990502,-1.02261870347136,-0.907508826602836,-0.0201071123865778,0.846354741931673,1.01152731373917
1966-07-16,73.9,25.8,4.1,27.6,30.6,24.7,5.9,28.4,6.18,115.692217399702,-0.640142308965329,-1.85592644050316,-0.577307528876476,0.376048670608529,1.08195858171101
1966-08-16,71.9,53,4.3,27.7,30.6,24.8,5.8,28.5,10.58,117.944354874584,-0.247278448734565,-1.1705823007473,-0.38924423901382,0.172113825866563,0.71162963256414
1966-09-16,72.5,121.3,4,26.9,29.8,24.1,5.7,28.1,9.77,112.021033174535,1.03085403307879,0.186482441455417,-0.613689621427256,0.0453376531893286,0.814545421564432
1966-10-16,69.1,209,3.7,26.4,29.6,23.3,6.3,27.3,13.82,116.138665147771,0.87551644040248,0.980151585583469,-0.347992517377008,0.167215729998622,0.768754019765828
1966-11-16,63.6,193.2,3.6,26.7,30,23.4,6.6,27.9,13.49,109.218062569582,-0.328504542845549,0.707623815997364,0.124087096590345,0.240291367319897,0.557878649822692
1966-12-16,60,119.7,3.7,26.1,29.4,22.9,6.5,27,10.21,106.949794679308,-0.382764715275404,-0.00614475740090034,0.0728843939315781,-0.458352295833605,-0.0302979353484542
1967-01-16,50.2,55.7,4.3,25.6,29.3,21.9,7.4,24.6,5.51,115.352734366466,-0.659817699267115,-0.846244380584178,-0.0333462036172373,-0.852634075043039,-0.446841010783815
1967-02-15,43.4,99.4,4.7,25.8,29.8,21.9,7.9,24.6,4.7,116.243665583336,0.916776529764683,-0.299161796175873,0.249727894099213,-0.158533683128151,-0.0415026757136358
1967-03-16,46.6,57.5,4.7,27,30.9,23.2,7.7,27.2,6.21,135.610547831959,-0.362165595906291,-0.173864011732042,-0.178884671537434,-0.0886935965875362,-0.528246357540553
1967-04-16,55,83.9,4.4,27.8,31.3,24.3,7,29,11.44,127.699706874664,-0.626243418938373,-0.13772536212357,-0.763842896114249,-0.140324439698646,-0.834557324296376
1967-05-16,70.1,74.5,4,27.8,30.7,25,5.7,30,8.27,115.898969257431,-0.223818045564316,-0.865782447898994,-0.740689458301346,-0.167947445981554,-0.503730874604883
1967-06-16,72.9,67.4,4,27.2,29.9,24.5,5.4,28.4,7.58,105.152977832929,0.571104549525306,-0.412557359951914,-0.52994804025059,-0.411228741162631,-0.292153125578839
1967-07-16,71.7,119.4,4.2,27.2,30.2,24.2,6,27.4,6.18,115.513406278141,1.66324776998892,0.943622552664095,0.519027210408966,-0.324266010418818,0.190351743367836
1967-08-16,71.3,75.6,4.2,26.8,29.7,23.9,5.8,27.1,9.02,115.611389613329,0.478562169438365,1.46269153497315,0.297558847804126,-0.076039370759323,0.318878952171604
1967-09-16,72.5,59.8,4,26.8,29.7,23.9,5.8,27.7,8.69,112.620632441844,-0.253234773969595,0.909021240648514,0.322207809305293,0.0393413586534584,-0.000544507644071478
1967-10-16,71.3,297.1,3.6,26.3,29.4,23.2,6.2,27.5,12.13,114.82268934423,2.05055892728105,1.38514932977398,1.55178809324485,1.27534924013333,0.469353658021332
1967-11-16,63.1,279.3,3.5,25.8,29.2,22.4,6.8,26.5,14.12,108.618408503781,0.883335201283642,1.44179108729472,1.79148885979086,1.35416942066993,0.926257766863796
1967-12-16,60,208,3.7,26,29.3,22.8,6.5,26.8,10.59,106.706450436579,0.776228738228705,1.54346849963476,1.65039045636562,1.47179931119217,1.32322273275356
1968-01-16,51.7,63.2,4.3,25.7,29.4,22.1,7.3,25,5.28,114.96665450119,-0.509355136549456,0.70113156626273,1.24166039584103,1.41897972220769,1.32427152724339
1968-02-15,45.5,2.7,4.6,25.9,29.8,22,7.8,25.2,4.31,115.637911925437,-1.53716068132329,-0.295846195378818,0.886296190315126,1.25706783126818,0.893125047706347
1968-03-16,48.2,115.8,4.6,27,30.8,23.3,7.5,27.6,6.55,133.837784700691,0.947022060480588,-0.472004691763883,1.13523129104433,1.31359228751174,1.10699859047487
1968-04-16,57.5,88.1,4.1,27,30.4,23.6,6.8,28.2,7.69,123.654096358756,-0.429916602885254,-0.49652021320598,0.279753248345129,0.928967440410994,1.13804624366738
1968-05-16,69.3,25.4,4,27.8,30.7,25,5.7,30,8.27,115.898969257431,-1.38035805168893,-0.61128785697868,-0.595630809126613,0.544130282487557,0.947002389453563
1968-06-16,71.3,75.1,4,27.3,30,24.6,5.4,28.5,6.36,105.386651117003,0.795445139451145,-0.860020408805901,-1.05566806992334,0.723456699218369,0.973275234591874
1968-07-16,75.4,57.3,4,27,29.9,24.1,5.8,27.3,6.18,113.067102365542,0.558789134374624,-0.469930951387733,-0.759687430433305,0.0115901692400201,0.70006488304439
1968-08-16,71.2,35.8,4.4,27.3,30.3,24.4,5.9,27.5,8.13,118.041719252566,-0.84089032170844,0.0349775777769401,-0.495083261900459,-0.585303995694273,0.508761163459591
1968-09-16,72.9,40.6,4,26.9,29.8,24.1,5.7,28,8.69,112.021033174535,-0.800604699529022,-0.799334051138593,-1.22030988654596,-1.297024675544,0.414411147378082
1968-10-16,68.9,163.8,3.8,27.1,30.3,23.9,6.4,28.2,11.64,118.776249651157,0.0636937327425323,-0.734374812862496,-0.974973698737663,-1.08577537041759,-0.318644896899012
1968-11-16,65.9,171.5,3.5,26.2,29.5,23,6.5,27.6,13.87,107.291441587596,-0.620356698518403,-0.664880895493014,-0.62515415039642,-0.920177235699886,-0.991638284918315
1968-12-16,60,83.7,3.7,26,29.3,22.8,6.5,26.7,10.08,106.706450436579,-0.986710606951097,-0.814806738792777,-1.17846175956929,-1.45804778650053,-1.73362472311092
1969-01-16,51,75.1,4.3,25.7,29.4,22,7.4,25,5.28,115.618524076988,-0.297621304379274,-1.1678864693389,-1.32376836373337,-1.38923708268294,-1.56103005285153
1969-02-15,46.3,53.1,4.6,26.1,30,22.3,7.7,25.4,5.09,115.551541816545,-0.0968709600942262,-0.931855664083166,-1.13258119996306,-1.07828768868267,-1.26862778224597
1969-03-16,46.4,16.7,4.7,27.3,31.2,23.5,7.7,27.4,5.52,136.517641797391,-1.48853621666353,-0.903466864766042,-1.24324433448354,-1.49944955232533,-1.66394387330484
1969-04-16,56.5,126.9,4.3,28.1,31.6,24.7,6.9,29.8,12.51,127.757409981353,0.367915035519174,-0.709452759908496,-1.28469923099386,-1.43938944422764,-1.52522178721463
1969-05-16,69.1,101.1,4,27.8,30.7,25,5.7,29.9,8.67,115.898969257431,0.333587834097752,-0.495402509614957,-0.994023573568578,-1.19146493447037,-1.15664846062552
1969-06-16,69.4,32.4,4.2,27.7,30.5,25,5.5,29,6.36,107.419198692415,-0.894178109494509,0.019482529706543,-0.84122216848542,-1.17043038115225,-1.38685367416354
1969-07-16,72.2,8.6,4.2,27.3,30.3,24.3,6,27.6,6.18,115.770102736536,-1.45539557434073,-0.791716248585148,-1.11700265721335,-1.50060989970498,-1.60339201660509
1969-08-16,72.5,171.6,4.2,27,29.9,24.2,5.7,27.3,10.54,115.252841373703,2.01550862817236,0.758760823514411,0.0480548904140178,-0.663664271604033,-0.923120099760399
1969-09-16,71.2,26.2,4.1,27.5,30.5,24.6,5.9,28.7,8.69,115.497452072558,-1.39055771518262,0.263519137132152,0.141368043376418,-0.611822216850725,-1.01397641719145
1969-10-16,70,280.6,3.7,26.7,29.9,23.6,6.3,27.9,12.21,116.926045928433,1.84132455465039,1.64766103030641,1.08996315447774,0.453094985126819,-0.417886699039857
1969-11-16,63.7,146,3.6,26.5,29.9,23.2,6.7,27.6,14.06,109.671432219743,-1.01962567100267,0.0620218954745086,0.381185523392047,-0.008337760393568,-0.606921374051099
1969-12-16,62.9,471.7,3.5,26,29.2,22.9,6.3,27.4,10.52,105.051986660142,2.31776015270743,1.96953575798624,1.84266655691495,1.81856214609989,1.42478711973082
1970-01-16,52.2,91.1,4.2,25.9,29.5,22.3,7.2,25.4,5.4,114.569756342933,0.0127601266481079,1.64739217193673,1.92928065110763,1.70491667890334,1.45826025144985
1970-02-15,46.3,148.7,4.6,26.4,30.3,22.6,7.7,26.2,4.7,116.340289542255,1.64339405214638,2.28548232416404,1.87453137886683,1.93135157777185,1.77620126649692
1970-03-16,46.5,68,4.7,27.3,31.2,23.5,7.7,27.7,5.87,136.517641797391,-0.118093829857512,0.726767436749438,2.02562549304127,1.89483270544152,1.88311609355788
1970-04-16,58.7,162.6,4.1,27.6,31,24.3,6.7,29.5,10.59,124.522355295017,1.11929318396036,1.41275951072875,1.92287720175498,2.1534009820749,1.95307196089716
1970-05-16,71.3,92.2,3.8,27.7,30.5,24.9,5.6,30.3,8.67,114.500339412805,0.184416782950519,0.592850088207967,2.1711732447728,1.85683487191311,1.88836249344153
